sim_time,junction_id,current_phase,phase_duration_total,phase_duration_remaining,max_queue_length,avg_queue_length,max_waiting_time,green_lane_count,empty_green_lane_count,max_seconds_since_green,approach_count,label
55.0,cluster_2418681455_3772654578,0,82.0,27.0,0,0.0,0.0,1,1,0.0,1,normal
55.0,cluster_3260618602_389365,2,42.0,32.0,1,0.33,7.0,2,2,15.0,3,normal
55.0,cluster_336173796_389292,4,37.0,32.0,0,0.0,0.0,4,4,20.0,8,normal
55.0,cluster_3451922931_3621526491_5301585467_5301585472,0,82.0,27.0,0,0.0,0.0,2,2,0.0,2,normal
55.0,cluster_389364_5403869166,0,82.0,27.0,0,0.0,0.0,3,3,0.0,3,normal
55.0,cluster_5300250112_5301488754,2,42.0,32.0,0,0.0,0.0,2,2,15.0,3,normal
60.0,1294004372,0,82.0,22.0,0,0.0,0.0,2,2,0.0,2,starvation
60.0,1396454306,0,60.0,58.0,0,0.0,0.0,1,1,5.0,2,green_waste
60.0,20447270,2,15.0,0.0,0,0.0,0.0,2,2,20.0,4,demand_imbalance
60.0,2365997447,0,82.0,22.0,0,0.0,0.0,1,1,0.0,1,normal
60.0,26867633,2,42.0,27.0,3,1.0,30.0,2,2,20.0,3,normal
60.0,26867646,0,82.0,22.0,0,0.0,0.0,3,3,0.0,3,normal
60.0,2892088923,0,82.0,22.0,0,0.0,0.0,2,2,0.0,2,normal
60.0,3451922932,2,42.0,27.0,0,0.0,0.0,2,2,20.0,3,normal
60.0,3451922950,0,82.0,22.0,0,0.0,0.0,2,2,0.0,2,normal
60.0,3594514234,0,82.0,22.0,0,0.0,0.0,2,2,0.0,2,normal
60.0,3621526490,0,82.0,22.0,0,0.0,0.0,2,2,0.0,2,normal
60.0,5029099782,2,42.0,27.0,0,0.0,0.0,0,0,20.0,1,normal
60.0,511114288,0,82.0,22.0,0,0.0,0.0,2,2,0.0,2,normal
60.0,5300228178,0,82.0,22.0,0,0.0,0.0,2,2,0.0,2,normal
60.0,5300250107,0,82.0,22.0,0,0.0,0.0,2,2,0.0,2,normal
60.0,5300250108,0,82.0,22.0,0,0.0,0.0,2,2,0.0,2,normal
60.0,5301488751,0,82.0,22.0,0,0.0,0.0,2,2,0.0,2,normal
60.0,659815,2,42.0,27.0,0,0.0,0.0,1,1,20.0,4,normal
60.0,710547269,4,6.0,0.0,0,0.0,0.0,1,1,40.0,7,normal
60.0,cluster_1277707259_1415538921_668804488,2,42.0,27.0,0,0.0,0.0,2,2,20.0,4,normal
60.0,cluster_1294004359_1294004382,2,42.0,27.0,0,0.0,0.0,3,3,0.0,3,normal
60.0,cluster_20299832_527734964_537784305,4,37.0,27.0,0,0.0,0.0,1,1,25.0,2,normal
60.0,cluster_2418681455_3772654578,0,82.0,22.0,0,0.0,0.0,1,1,0.0,1,normal
60.0,cluster_3260618602_389365,2,42.0,27.0,1,0.33,12.0,2,2,20.0,3,normal
60.0,cluster_336173796_389292,4,37.0,27.0,0,0.0,0.0,4,4,25.0,8,normal
60.0,cluster_3451922931_3621526491_5301585467_5301585472,0,82.0,22.0,0,0.0,0.0,2,2,0.0,2,normal
60.0,cluster_389364_5403869166,0,82.0,22.0,0,0.0,0.0,3,3,0.0,3,normal
60.0,cluster_5300250112_5301488754,2,42.0,27.0,0,0.0,0.0,2,2,20.0,3,normal
65.0,1294004372,0,82.0,17.0,0,0.0,0.0,2,2,0.0,2,starvation
65.0,1396454306,0,60.0,53.0,0,0.0,0.0,1,1,10.0,2,green_waste
65.0,20447270,0,45.0,43.0,0,0.0,0.0,2,2,5.0,4,demand_imbalance
65.0,2365997447,0,82.0,17.0,0,0.0,0.0,1,1,0.0,1,normal
65.0,26867633,2,42.0,22.0,3,1.0,45.0,2,2,25.0,3,normal
65.0,26867646,0,82.0,17.0,0,0.0,0.0,3,3,0.0,3,normal
65.0,2892088923,0,82.0,17.0,0,0.0,0.0,2,2,0.0,2,normal
65.0,3451922932,2,42.0,22.0,0,0.0,0.0,2,2,25.0,3,normal
65.0,3451922950,0,82.0,17.0,0,0.0,0.0,2,2,0.0,2,normal
65.0,3594514234,0,82.0,17.0,0,0.0,0.0,2,2,0.0,2,normal
65.0,3621526490,0,82.0,17.0,0,0.0,0.0,2,2,0.0,2,normal
65.0,5029099782,2,42.0,22.0,0,0.0,0.0,0,0,25.0,1,normal
65.0,511114288,0,82.0,17.0,0,0.0,0.0,2,2,0.0,2,normal
65.0,5300228178,0,82.0,17.0,0,0.0,0.0,2,2,0.0,2,normal
65.0,5300250107,0,82.0,17.0,0,0.0,0.0,2,2,0.0,2,normal
65.0,5300250108,0,82.0,17.0,0,0.0,0.0,2,2,0.0,2,normal
65.0,5301488751,0,82.0,17.0,0,0.0,0.0,2,2,0.0,2,normal
65.0,659815,2,42.0,22.0,1,0.25,5.0,1,1,25.0,4,normal
65.0,710547269,6,24.0,22.0,0,0.0,0.0,3,3,45.0,7,normal
65.0,cluster_1277707259_1415538921_668804488,2,42.0,22.0,0,0.0,0.0,2,2,25.0,4,normal
65.0,cluster_1294004359_1294004382,2,42.0,22.0,0,0.0,0.0,3,3,0.0,3,normal
65.0,cluster_20299832_527734964_537784305,4,37.0,22.0,0,0.0,0.0,1,1,30.0,2,normal
65.0,cluster_2418681455_3772654578,0,82.0,17.0,0,0.0,0.0,1,1,0.0,1,normal
65.0,cluster_3260618602_389365,2,42.0,22.0,1,0.33,17.0,2,2,25.0,3,normal
65.0,cluster_336173796_389292,4,37.0,22.0,0,0.0,0.0,4,4,30.0,8,normal
65.0,cluster_3451922931_3621526491_5301585467_5301585472,0,82.0,17.0,0,0.0,0.0,2,2,0.0,2,normal
65.0,cluster_389364_5403869166,0,82.0,17.0,0,0.0,0.0,3,3,0.0,3,normal
65.0,cluster_5300250112_5301488754,2,42.0,22.0,0,0.0,0.0,2,2,25.0,3,normal
70.0,1294004372,0,82.0,12.0,0,0.0,0.0,2,2,0.0,2,starvation
70.0,1396454306,0,60.0,48.0,1,0.5,4.5,1,1,15.0,2,green_waste
70.0,20447270,0,45.0,38.0,1,0.25,1.0,2,2,10.0,4,demand_imbalance
70.0,2365997447,0,82.0,12.0,0,0.0,0.0,1,1,0.0,1,normal
70.0,26867633,2,42.0,17.0,3,1.0,60.0,2,2,30.0,3,normal
70.0,26867646,0,82.0,12.0,0,0.0,0.0,3,3,0.0,3,normal
70.0,2892088923,0,82.0,12.0,0,0.0,0.0,2,2,0.0,2,normal
70.0,3451922932,2,42.0,17.0,0,0.0,0.0,2,2,30.0,3,normal
70.0,3451922950,0,82.0,12.0,0,0.0,0.0,2,2,0.0,2,normal
70.0,3594514234,0,82.0,12.0,0,0.0,0.0,2,2,0.0,2,normal
70.0,3621526490,0,82.0,12.0,0,0.0,0.0,2,2,0.0,2,normal
70.0,5029099782,2,42.0,17.0,0,0.0,0.0,0,0,30.0,1,normal
70.0,511114288,0,82.0,12.0,0,0.0,0.0,2,2,0.0,2,normal
70.0,5300228178,0,82.0,12.0,0,0.0,0.0,2,2,0.0,2,normal
70.0,5300250107,0,82.0,12.0,0,0.0,0.0,2,2,0.0,2,normal
70.0,5300250108,0,82.0,12.0,0,0.0,0.0,2,2,0.0,2,normal
70.0,5301488751,0,82.0,12.0,0,0.0,0.0,2,2,0.0,2,normal
70.0,659815,2,42.0,17.0,1,0.25,10.0,1,1,30.0,4,normal
70.0,710547269,6,24.0,17.0,0,0.0,0.0,3,3,50.0,7,normal
70.0,cluster_1277707259_1415538921_668804488,2,42.0,17.0,1,0.25,3.5,2,2,30.0,4,normal
70.0,cluster_1294004359_1294004382,2,42.0,17.0,0,0.0,0.0,3,3,0.0,3,normal
70.0,cluster_20299832_527734964_537784305,4,37.0,17.0,0,0.0,0.0,1,1,35.0,2,normal
70.0,cluster_2418681455_3772654578,0,82.0,12.0,0,0.0,0.0,1,1,0.0,1,normal
70.0,cluster_3260618602_389365,2,42.0,17.0,1,0.33,22.0,2,2,30.0,3,normal
70.0,cluster_336173796_389292,4,37.0,17.0,0,0.0,0.0,4,4,35.0,8,normal
70.0,cluster_3451922931_3621526491_5301585467_5301585472,0,82.0,12.0,0,0.0,0.0,2,2,0.0,2,normal
70.0,cluster_389364_5403869166,0,82.0,12.0,0,0.0,0.0,3,3,0.0,3,normal
70.0,cluster_5300250112_5301488754,2,42.0,17.0,0,0.0,0.0,2,2,30.0,3,normal
75.0,1294004372,0,82.0,7.0,0,0.0,0.0,2,2,0.0,2,starvation
75.0,1396454306,0,60.0,43.0,1,0.5,9.5,1,1,20.0,2,green_waste
75.0,20447270,0,45.0,33.0,1,0.5,6.0,2,2,15.0,4,demand_imbalance
75.0,2365997447,0,82.0,7.0,0,0.0,0.0,1,1,0.0,1,normal
75.0,26867633,2,42.0,12.0,3,1.0,75.0,2,2,35.0,3,normal
75.0,26867646,0,82.0,7.0,0,0.0,0.0,3,3,0.0,3,normal
75.0,2892088923,0,82.0,7.0,0,0.0,0.0,2,2,0.0,2,normal
75.0,3451922932,2,42.0,12.0,1,0.33,4.5,2,2,35.0,3,normal
75.0,3451922950,0,82.0,7.0,0,0.0,0.0,2,2,0.0,2,normal
75.0,3594514234,0,82.0,7.0,0,0.0,0.0,2,2,0.0,2,normal
75.0,3621526490,0,82.0,7.0,0,0.0,0.0,2,2,0.0,2,normal
75.0,5029099782,2,42.0,12.0,0,0.0,0.0,0,0,35.0,1,normal
75.0,511114288,0,82.0,7.0,0,0.0,0.0,2,2,0.0,2,normal
75.0,5300228178,0,82.0,7.0,0,0.0,0.0,2,2,0.0,2,normal
75.0,5300250107,0,82.0,7.0,0,0.0,0.0,2,2,0.0,2,normal
75.0,5300250108,0,82.0,7.0,0,0.0,0.0,2,2,0.0,2,normal
75.0,5301488751,0,82.0,7.0,0,0.0,0.0,2,2,0.0,2,normal
75.0,659815,2,42.0,12.0,1,0.25,15.0,1,1,35.0,4,normal
75.0,710547269,6,24.0,12.0,1,0.14,5.0,3,2,55.0,7,normal
75.0,cluster_1277707259_1415538921_668804488,2,42.0,12.0,1,0.25,8.5,2,2,35.0,4,normal
75.0,cluster_1294004359_1294004382,2,42.0,12.0,0,0.0,0.0,3,3,0.0,3,normal
75.0,cluster_20299832_527734964_537784305,4,37.0,12.0,0,0.0,0.0,1,1,40.0,2,normal
75.0,cluster_2418681455_3772654578,0,82.0,7.0,0,0.0,0.0,1,1,0.0,1,normal
75.0,cluster_3260618602_389365,2,42.0,12.0,1,0.33,27.0,2,2,35.0,3,normal
75.0,cluster_336173796_389292,4,37.0,12.0,0,0.0,0.0,4,4,40.0,8,normal
75.0,cluster_3451922931_3621526491_5301585467_5301585472,0,82.0,7.0,0,0.0,0.0,2,2,0.0,2,normal
75.0,cluster_389364_5403869166,0,82.0,7.0,0,0.0,0.0,3,3,0.0,3,normal
75.0,cluster_5300250112_5301488754,2,42.0,12.0,0,0.0,0.0,2,2,35.0,3,normal
80.0,1294004372,0,82.0,2.0,0,0.0,0.0,2,2,0.0,2,starvation
80.0,1396454306,0,60.0,38.0,1,0.5,14.5,1,1,25.0,2,green_waste
80.0,20447270,0,45.0,28.0,2,0.75,13.0,2,2,20.0,4,demand_imbalance
80.0,2365997447,0,82.0,2.0,0,0.0,0.0,1,1,0.0,1,normal
80.0,26867633,2,42.0,7.0,3,1.33,90.0,2,1,40.0,3,normal
80.0,26867646,0,82.0,2.0,0,0.0,0.0,3,3,0.0,3,normal
80.0,2892088923,0,82.0,2.0,0,0.0,0.0,2,2,0.0,2,normal
80.0,3451922932,2,42.0,7.0,1,0.33,9.5,2,2,40.0,3,normal
80.0,3451922950,0,82.0,2.0,0,0.0,0.0,2,2,0.0,2,normal
80.0,3594514234,0,82.0,2.0,0,0.0,0.0,2,2,0.0,2,normal
80.0,3621526490,0,82.0,2.0,0,0.0,0.0,2,2,0.0,2,normal
80.0,5029099782,2,42.0,7.0,0,0.0,0.0,0,0,40.0,1,normal
80.0,511114288,0,82.0,2.0,0,0.0,0.0,2,2,0.0,2,normal
80.0,5300228178,0,82.0,2.0,0,0.0,0.0,2,2,0.0,2,normal
80.0,5300250107,0,82.0,2.0,0,0.0,0.0,2,2,0.0,2,normal
80.0,5300250108,0,82.0,2.0,0,0.0,0.0,2,2,0.0,2,normal
80.0,5301488751,0,82.0,2.0,0,0.0,0.0,2,2,0.0,2,normal
80.0,659815,2,42.0,7.0,2,0.75,21.0,1,1,40.0,4,normal
80.0,710547269,6,24.0,7.0,1,0.14,10.0,3,2,60.0,7,normal
80.0,cluster_1277707259_1415538921_668804488,2,42.0,7.0,1,0.25,13.5,2,2,40.0,4,normal
80.0,cluster_1294004359_1294004382,2,42.0,7.0,0,0.0,0.0,3,3,0.0,3,normal
80.0,cluster_20299832_527734964_537784305,4,37.0,7.0,0,0.0,0.0,1,1,45.0,2,normal
80.0,cluster_2418681455_3772654578,0,82.0,2.0,0,0.0,0.0,1,1,0.0,1,normal
80.0,cluster_3260618602_389365,2,42.0,7.0,1,0.33,32.0,2,2,40.0,3,normal
80.0,cluster_336173796_389292,4,37.0,7.0,0,0.0,0.0,4,4,45.0,8,normal
80.0,cluster_3451922931_3621526491_5301585467_5301585472,0,82.0,2.0,0,0.0,0.0,2,2,0.0,2,normal
80.0,cluster_389364_5403869166,0,82.0,2.0,0,0.0,0.0,3,3,0.0,3,normal
80.0,cluster_5300250112_5301488754,2,42.0,7.0,0,0.0,0.0,2,2,40.0,3,normal
85.0,1294004372,1,3.0,0.0,0,0.0,0.0,0,0,5.0,2,starvation
85.0,1396454306,0,60.0,33.0,1,0.5,19.5,1,1,30.0,2,green_waste
85.0,20447270,0,45.0,23.0,3,1.0,28.0,2,2,25.0,4,demand_imbalance
85.0,2365997447,1,3.0,0.0,0,0.0,0.0,0,0,5.0,1,normal
85.0,26867633,2,42.0,2.0,3,1.33,105.0,2,1,45.0,3,normal
85.0,26867646,1,3.0,0.0,0,0.0,0.0,0,0,5.0,3,normal
85.0,2892088923,1,3.0,0.0,0,0.0,0.0,0,0,5.0,2,normal
85.0,3451922932,2,42.0,2.0,1,0.33,14.5,2,2,45.0,3,normal
85.0,3451922950,1,3.0,0.0,0,0.0,0.0,0,0,5.0,2,normal
85.0,3594514234,1,3.0,0.0,0,0.0,0.0,0,0,5.0,2,normal
85.0,3621526490,1,3.0,0.0,0,0.0,0.0,0,0,5.0,2,normal
85.0,5029099782,2,42.0,2.0,0,0.0,0.0,0,0,45.0,1,normal
85.0,511114288,1,3.0,0.0,0,0.0,0.0,0,0,5.0,2,normal
85.0,5300228178,1,3.0,0.0,0,0.0,0.0,0,0,5.0,2,normal
85.0,5300250107,1,3.0,0.0,0,0.0,0.0,0,0,5.0,2,normal
85.0,5300250108,1,3.0,0.0,0,0.0,0.0,0,0,5.0,2,normal
85.0,5301488751,1,3.0,0.0,0,0.0,0.0,0,0,5.0,2,normal
85.0,659815,2,42.0,2.0,2,1.0,31.0,1,1,45.0,4,normal
85.0,710547269,6,24.0,2.0,1,0.14,15.0,3,2,65.0,7,normal
85.0,cluster_1277707259_1415538921_668804488,2,42.0,2.0,1,0.25,18.5,2,2,45.0,4,normal
85.0,cluster_1294004359_1294004382,2,42.0,2.0,0,0.0,0.0,3,3,0.0,3,normal
85.0,cluster_20299832_527734964_537784305,4,37.0,2.0,0,0.0,0.0,1,1,50.0,2,normal
85.0,cluster_2418681455_3772654578,1,3.0,0.0,1,1.0,0.5,0,0,5.0,1,normal
85.0,cluster_3260618602_389365,2,42.0,2.0,1,0.33,37.0,2,2,45.0,3,normal
85.0,cluster_336173796_389292,4,37.0,2.0,0,0.0,0.0,4,4,50.0,8,normal
85.0,cluster_3451922931_3621526491_5301585467_5301585472,1,3.0,0.0,0,0.0,0.0,0,0,5.0,2,normal
85.0,cluster_389364_5403869166,1,3.0,0.0,0,0.0,0.0,0,0,5.0,3,normal
85.0,cluster_5300250112_5301488754,2,42.0,2.0,0,0.0,0.0,2,2,45.0,3,normal
90.0,1294004372,2,5.0,0.0,0,0.0,0.0,0,0,10.0,2,starvation
90.0,1396454306,0,60.0,28.0,1,0.5,24.5,1,1,35.0,2,green_waste
90.0,20447270,0,45.0,18.0,4,1.75,44.0,2,2,30.0,4,demand_imbalance
90.0,2365997447,2,5.0,0.0,0,0.0,0.0,0,0,10.0,1,normal
90.0,26867633,3,3.0,0.0,3,1.33,120.0,0,0,50.0,3,normal
90.0,26867646,2,5.0,0.0,0,0.0,0.0,0,0,10.0,3,normal
90.0,2892088923,2,5.0,0.0,0,0.0,0.0,0,0,10.0,2,normal
90.0,3451922932,3,3.0,0.0,1,0.33,19.5,0,0,50.0,3,normal
90.0,3451922950,2,5.0,0.0,0,0.0,0.0,0,0,10.0,2,normal
90.0,3594514234,2,5.0,0.0,0,0.0,0.0,0,0,10.0,2,normal
90.0,3621526490,2,5.0,0.0,0,0.0,0.0,0,0,10.0,2,normal
90.0,5029099782,3,3.0,0.0,0,0.0,0.0,0,0,50.0,1,normal
90.0,511114288,2,5.0,0.0,0,0.0,0.0,0,0,10.0,2,normal
90.0,5300228178,2,5.0,0.0,0,0.0,0.0,0,0,10.0,2,normal
90.0,5300250107,2,5.0,0.0,1,0.5,5.0,0,0,10.0,2,normal
90.0,5300250108,2,5.0,0.0,0,0.0,0.0,0,0,10.0,2,normal
90.0,5301488751,2,5.0,0.0,0,0.0,0.0,0,0,10.0,2,normal
90.0,659815,3,3.0,0.0,2,1.0,41.0,0,0,50.0,4,normal
90.0,710547269,7,3.0,0.0,1,0.14,20.0,0,0,70.0,7,normal
90.0,cluster_1277707259_1415538921_668804488,3,3.0,0.0,1,0.25,23.5,0,0,50.0,4,normal
90.0,cluster_1294004359_1294004382,3,3.0,0.0,0,0.0,0.0,0,0,5.0,3,normal
90.0,cluster_20299832_527734964_537784305,5,3.0,0.0,0,0.0,0.0,0,0,55.0,2,normal
90.0,cluster_2418681455_3772654578,2,5.0,0.0,1,1.0,5.5,0,0,10.0,1,normal
90.0,cluster_3260618602_389365,3,3.0,0.0,1,0.33,42.0,0,0,50.0,3,normal
90.0,cluster_336173796_389292,5,3.0,0.0,0,0.0,0.0,0,0,55.0,8,normal
90.0,cluster_3451922931_3621526491_5301585467_5301585472,2,5.0,0.0,0,0.0,0.0,0,0,10.0,2,normal
90.0,cluster_389364_5403869166,2,5.0,0.0,2,0.67,5.0,0,0,10.0,3,normal
90.0,cluster_5300250112_5301488754,3,3.0,0.0,0,0.0,0.0,0,0,50.0,3,normal
95.0,1294004372,0,82.0,77.0,0,0.0,0.0,2,2,0.0,2,starvation
95.0,1396454306,0,60.0,23.0,1,0.5,29.5,1,1,40.0,2,green_waste
95.0,20447270,0,45.0,13.0,4,1.75,64.0,2,2,35.0,4,demand_imbalance
95.0,2365997447,0,82.0,77.0,0,0.0,0.0,1,1,0.0,1,normal
95.0,26867633,0,42.0,37.0,0,0.0,0.0,2,2,10.0,3,normal
95.0,26867646,0,82.0,77.0,0,0.0,0.0,3,3,0.0,3,normal
95.0,2892088923,0,82.0,77.0,0,0.0,0.0,2,2,0.0,2,normal
95.0,3451922932,0,42.0,37.0,0,0.0,0.0,1,1,10.0,3,normal
95.0,3451922950,0,82.0,77.0,0,0.0,0.0,2,2,0.0,2,normal
95.0,3594514234,0,82.0,77.0,0,0.0,0.0,2,2,0.0,2,normal
95.0,3621526490,0,82.0,77.0,0,0.0,0.0,2,2,0.0,2,normal
95.0,5029099782,0,42.0,37.0,0,0.0,0.0,1,1,0.0,1,normal
95.0,511114288,0,82.0,77.0,0,0.0,0.0,2,2,0.0,2,normal
95.0,5300228178,0,82.0,77.0,0,0.0,0.0,2,2,0.0,2,normal
95.0,5300250107,0,82.0,77.0,0,0.0,0.0,2,2,0.0,2,normal
95.0,5300250108,0,82.0,77.0,0,0.0,0.0,2,2,0.0,2,normal
95.0,5301488751,0,82.0,77.0,0,0.0,0.0,2,2,0.0,2,normal
95.0,659815,0,42.0,37.0,0,0.0,0.0,3,3,10.0,4,normal
95.0,710547269,0,24.0,19.0,1,0.14,25.0,4,3,45.0,7,normal
95.0,cluster_1277707259_1415538921_668804488,0,42.0,37.0,0,0.0,0.0,2,2,10.0,4,normal
95.0,cluster_1294004359_1294004382,0,42.0,37.0,0,0.0,0.0,3,3,0.0,3,normal
95.0,cluster_20299832_527734964_537784305,0,38.0,33.0,0,0.0,0.0,1,1,10.0,2,normal
95.0,cluster_2418681455_3772654578,0,82.0,77.0,0,0.0,0.0,1,1,0.0,1,normal
95.0,cluster_3260618602_389365,0,42.0,37.0,0,0.0,0.0,2,2,10.0,3,normal
95.0,cluster_336173796_389292,0,38.0,33.0,0,0.0,0.0,4,4,10.0,8,normal
95.0,cluster_3451922931_3621526491_5301585467_5301585472,0,82.0,77.0,0,0.0,0.0,2,2,0.0,2,normal
95.0,cluster_389364_5403869166,0,82.0,77.0,0,0.0,0.0,3,3,0.0,3,normal
95.0,cluster_5300250112_5301488754,0,42.0,37.0,0,0.0,0.0,2,2,10.0,3,normal
100.0,1294004372,0,82.0,72.0,0,0.0,0.0,2,2,0.0,2,starvation
100.0,1396454306,0,60.0,18.0,1,0.5,34.5,1,1,45.0,2,green_waste
100.0,20447270,0,45.0,8.0,4,1.75,84.0,2,2,40.0,4,demand_imbalance
100.0,2365997447,0,82.0,72.0,0,0.0,0.0,1,1,0.0,1,normal
100.0,26867633,0,42.0,32.0,0,0.0,0.0,2,2,15.0,3,normal
100.0,26867646,0,82.0,72.0,0,0.0,0.0,3,3,0.0,3,normal
100.0,2892088923,0,82.0,72.0,0,0.0,0.0,2,2,0.0,2,normal
100.0,3451922932,0,42.0,32.0,0,0.0,0.0,1,1,15.0,3,normal
100.0,3451922950,0,82.0,72.0,0,0.0,0.0,2,2,0.0,2,normal
100.0,3594514234,0,82.0,72.0,0,0.0,0.0,2,2,0.0,2,normal
100.0,3621526490,0,82.0,72.0,0,0.0,0.0,2,2,0.0,2,normal
100.0,5029099782,0,42.0,32.0,0,0.0,0.0,1,1,0.0,1,normal
100.0,511114288,0,82.0,72.0,0,0.0,0.0,2,2,0.0,2,normal
100.0,5300228178,0,82.0,72.0,0,0.0,0.0,2,2,0.0,2,normal
100.0,5300250107,0,82.0,72.0,0,0.0,0.0,2,2,0.0,2,normal
100.0,5300250108,0,82.0,72.0,0,0.0,0.0,2,2,0.0,2,normal
100.0,5301488751,0,82.0,72.0,0,0.0,0.0,2,2,0.0,2,normal
100.0,659815,0,42.0,32.0,1,0.25,0.5,3,3,15.0,4,normal
100.0,710547269,0,24.0,14.0,1,0.29,30.0,4,2,50.0,7,normal
100.0,cluster_1277707259_1415538921_668804488,0,42.0,32.0,1,0.25,4.0,2,2,15.0,4,normal
100.0,cluster_1294004359_1294004382,0,42.0,32.0,0,0.0,0.0,3,3,0.0,3,normal
100.0,cluster_20299832_527734964_537784305,0,38.0,28.0,0,0.0,0.0,1,1,15.0,2,normal
100.0,cluster_2418681455_3772654578,0,82.0,72.0,0,0.0,0.0,1,1,0.0,1,normal
100.0,cluster_3260618602_389365,0,42.0,32.0,0,0.0,0.0,2,2,15.0,3,normal
100.0,cluster_336173796_389292,0,38.0,28.0,0,0.0,0.0,4,4,15.0,8,normal
100.0,cluster_3451922931_3621526491_5301585467_5301585472,0,82.0,72.0,0,0.0,0.0,2,2,0.0,2,normal
100.0,cluster_389364_5403869166,0,82.0,72.0,0,0.0,0.0,3,3,0.0,3,normal
100.0,cluster_5300250112_5301488754,0,42.0,32.0,0,0.0,0.0,2,2,15.0,3,normal
105.0,1294004372,0,82.0,67.0,0,0.0,0.0,2,2,0.0,2,starvation
105.0,1396454306,0,60.0,13.0,1,0.5,39.5,1,1,50.0,2,green_waste
105.0,20447270,0,45.0,3.0,4,1.75,104.0,2,2,45.0,4,demand_imbalance
105.0,2365997447,0,82.0,67.0,0,0.0,0.0,1,1,0.0,1,normal
105.0,26867633,0,42.0,27.0,0,0.0,0.0,2,2,20.0,3,normal
105.0,26867646,0,82.0,67.0,0,0.0,0.0,3,3,0.0,3,normal
105.0,2892088923,0,82.0,67.0,0,0.0,0.0,2,2,0.0,2,normal
105.0,3451922932,0,42.0,27.0,1,0.33,2.0,1,1,20.0,3,normal
105.0,3451922950,0,82.0,67.0,0,0.0,0.0,2,2,0.0,2,normal
105.0,3594514234,0,82.0,67.0,0,0.0,0.0,2,2,0.0,2,normal
105.0,3621526490,0,82.0,67.0,0,0.0,0.0,2,2,0.0,2,normal
105.0,5029099782,0,42.0,27.0,0,0.0,0.0,1,1,0.0,1,normal
105.0,511114288,0,82.0,67.0,0,0.0,0.0,2,2,0.0,2,normal
105.0,5300228178,0,82.0,67.0,0,0.0,0.0,2,2,0.0,2,normal
105.0,5300250107,0,82.0,67.0,0,0.0,0.0,2,2,0.0,2,normal
105.0,5300250108,0,82.0,67.0,0,0.0,0.0,2,2,0.0,2,normal
105.0,5301488751,0,82.0,67.0,0,0.0,0.0,2,2,0.0,2,normal
105.0,659815,0,42.0,27.0,1,0.25,5.5,3,3,20.0,4,normal
105.0,710547269,0,24.0,9.0,1,0.29,35.0,4,2,55.0,7,normal
105.0,cluster_1277707259_1415538921_668804488,0,42.0,27.0,1,0.25,9.0,2,2,20.0,4,normal
105.0,cluster_1294004359_1294004382,0,42.0,27.0,0,0.0,0.0,3,3,0.0,3,normal
105.0,cluster_20299832_527734964_537784305,0,38.0,23.0,0,0.0,0.0,1,1,20.0,2,normal
105.0,cluster_2418681455_3772654578,0,82.0,67.0,0,0.0,0.0,1,1,0.0,1,normal
105.0,cluster_3260618602_389365,0,42.0,27.0,0,0.0,0.0,2,2,20.0,3,normal
105.0,cluster_336173796_389292,0,38.0,23.0,0,0.0,0.0,4,4,20.0,8,normal
105.0,cluster_3451922931_3621526491_5301585467_5301585472,0,82.0,67.0,0,0.0,0.0,2,2,0.0,2,normal
105.0,cluster_389364_5403869166,0,82.0,67.0,0,0.0,0.0,3,3,0.0,3,normal
105.0,cluster_5300250112_5301488754,0,42.0,27.0,0,0.0,0.0,2,2,20.0,3,normal
110.0,1294004372,0,82.0,62.0,0,0.0,0.0,2,2,0.0,2,starvation
110.0,1396454306,0,60.0,8.0,1,0.5,44.5,1,1,55.0,2,green_waste
110.0,20447270,1,3.0,1.0,5,2.0,125.0,0,0,50.0,4,demand_imbalance
110.0,2365997447,0,82.0,62.0,0,0.0,0.0,1,1,0.0,1,normal
110.0,26867633,0,42.0,22.0,1,0.33,4.5,2,2,25.0,3,normal
110.0,26867646,0,82.0,62.0,0,0.0,0.0,3,3,0.0,3,normal
110.0,2892088923,0,82.0,62.0,0,0.0,0.0,2,2,0.0,2,normal
110.0,3451922932,0,42.0,22.0,1,0.33,7.0,1,1,25.0,3,normal
110.0,3451922950,0,82.0,62.0,0,0.0,0.0,2,2,0.0,2,normal
110.0,3594514234,0,82.0,62.0,0,0.0,0.0,2,2,0.0,2,normal
110.0,3621526490,0,82.0,62.0,0,0.0,0.0,2,2,0.0,2,normal
110.0,5029099782,0,42.0,22.0,0,0.0,0.0,1,1,0.0,1,normal
110.0,511114288,0,82.0,62.0,0,0.0,0.0,2,2,0.0,2,normal
110.0,5300228178,0,82.0,62.0,0,0.0,0.0,2,2,0.0,2,normal
110.0,5300250107,0,82.0,62.0,0,0.0,0.0,2,2,0.0,2,normal
110.0,5300250108,0,82.0,62.0,0,0.0,0.0,2,2,0.0,2,normal
110.0,5301488751,0,82.0,62.0,0,0.0,0.0,2,2,0.0,2,normal
110.0,659815,0,42.0,22.0,3,0.75,14.0,3,3,25.0,4,normal
110.0,710547269,0,24.0,4.0,1,0.29,40.0,4,2,60.0,7,normal
110.0,cluster_1277707259_1415538921_668804488,0,42.0,22.0,1,0.25,14.0,2,2,25.0,4,normal
110.0,cluster_1294004359_1294004382,0,42.0,22.0,0,0.0,0.0,3,3,0.0,3,normal
